word,gender,idf,meanfreq,has_a,has_e,has_i,has_o,has_u,has_y
"uber1","n","1.38360499144219","7.545977011494253",0,1,0,0,1,0
"ulciscor1","n","0.98105843634654","3.4782608695652173",0,0,1,1,1,0
"ulcus1","n","2.69726547034595","23.585714285714285",0,0,0,0,1,0
"ulmus1","f","2.87235217690404","4.67741935483871",0,0,0,0,1,0
"ultimum1","n","0.522767739113812","8.594936708860759",0,0,1,0,1,0
"ululatus1","m","2.6566234858486","1.6388888888888888",1,0,0,0,1,0
"ulva1","f","3.9196578916824","1.7333333333333334",1,0,0,0,1,0
"umbra1","f","0.728516404330388","10.065693430656934",1,0,0,0,1,0
"umerus1","m","1.00636952487573","5.20353982300885",0,1,0,0,1,0
"umor1","m","1.52276773911381","10.373417721518987",0,0,0,1,1,0
"uncia1","f","3.50462039240355","3.7",1,0,1,0,1,0
"unctum1","n","2.73908564604058","0.8137254901960782",0,0,0,0,1,0
"unda1","f","1.33469539096124","11.411111111111111",1,0,0,0,1,0
"unguentum1","n","1.99365847312617","4.456140350877193",0,1,0,0,1,0
"unguis1","m","1.69726547034595","5.871428571428571",0,0,1,0,1,0
"ungula1","f","2.24158598656976","3.9583333333333335",1,0,0,0,1,0
"upilio1","m","5.50462039240355","0.6",0,0,1,1,1,0
"urbanus1","m","0.943905437929074","7.966101694915254",1,0,0,0,1,0
"urbs1","f","0.119189355210032","55.354066985645936",0,0,0,0,1,0
"urceolus1","m","6.82654848729092","1.5",0,1,0,1,1,0
"urna1","f","2.09862803272772","2.9622641509433962",1,0,0,0,1,0
"urtica1","f","4.12610876914982","5.3076923076923075",1,0,1,0,1,0
"usus2","m","0.211838643175707","10.454081632653061",0,0,0,0,1,0
"uxor1","f","0.522767739113812","12.876582278481013",0,0,0,1,1,0
"vadimonium1","n","2.9196578916824","2.9",1,0,1,1,1,0
"vadum1","n","2.69726547034595","1.1095238095238091",1,0,0,0,1,0
"vagina1","f","4.24158598656976","2.3333333333333335",1,0,1,0,0,0
"valles1","f","1.78215436793246","2.0176767676767664",1,1,0,0,0,0
"vallum1","n","0.98105843634654","11.023188405797098",1,0,0,0,1,0
"vallus1","m","2.3029865312339","2.5362318840579685",1,0,0,0,1,0
"vanitas1","f","1.78215436793246","2",1,0,1,0,0,0
"vanum1","n","3.6566234858486","2.9444444444444446",1,0,0,0,1,0
"vates1","m","2.69726547034595","1.9428571428571428",1,1,0,0,0,0
"vecordia1","f","4.50462039240355","1.9",1,1,1,1,0,0
"velamen1","n","3.18269229751619","1.44",1,1,0,0,0,0
"velum1","n","2.36711686865362","1.5454545454545454",0,1,0,0,1,0
"vena1","f","1.21183864317571","5.9608843537414975",1,1,0,0,0,0
"venabulum1","n","4.12610876914982","1.1538461538461537",1,1,0,0,1,0
"venator1","m","3.82654848729092","2.03125",1,1,0,1,0,0
"venatrix1","f","6.24158598656976","3",1,1,1,0,0,0
"veneficium1","n","2.69726547034595","3.8380952380952373",0,1,1,0,1,0
"venenum1","n","1.09862803272772","4.259433962264151",0,1,0,0,1,0
"venia1","f","1.94390543792907","2.4491525423728815",1,1,1,0,0,0
"ventus1","m","2.21183864317571","2.704081632653061",0,1,0,0,1,0
"venus1","f","0.559761946596014","8.224025974025974",0,1,0,0,1,0
"verber1","n","3.18269229751619","1.64",0,1,0,0,0,0
"verbum1","n","2.18269229751619","6.94",0,1,0,0,1,0
"verecundia1","f","1.36711686865362","4.454545454545454",1,1,1,0,1,0
"versiculus1","m","3.3029865312339","1.608695652173913",0,1,1,0,1,0
"versus3","m","0.95618376770751","2.0462962962962976",0,1,0,0,1,0
"verum1","n","1.55976194659601","4.492424242424238",0,1,0,0,1,0
"verum2","n","1.55976194659601","4.492424242424238",0,1,0,0,1,0
"verus1","m","0.0783556377014548","62.46472868217053",0,1,0,0,1,0
"vestibulum1","n","2.9196578916824","2.5",0,1,1,0,1,0
"vestigium1","n","1.43423106451215","3.9166666666666665",0,1,1,0,1,0
"vestis1","f","2.21183864317571","4.122448979591836",0,1,1,0,0,0
"vetitum1","n","3.07166098512745","1.1111111111111112",0,1,1,0,1,0
"via1","f","0.16833700453912","16.480198019801982",1,0,1,0,0,0
"vicinus1","m","1.15412314531942","3.7745098039215685",0,0,1,0,1,0
"vicis1","f","0.771266051789726","4.735588972431077",0,0,1,0,0,0
"victima1","f","1.94390543792907","2.5254237288135593",1,0,1,0,0,0
"victor1","m","3.43423106451216","9.650793650793648",0,0,1,1,0,0
"victoria1","f","0.728516404330388","16.883211678832115",1,0,1,1,0,0
"victus2","m","1.57862097384733","1.5745614035087712",0,0,1,0,1,0
"vicus1","m","0.837863800518749","5.2191601049868765",0,0,1,0,1,0
"vidua1","f","2.09862803272772","1.2578616352201253",1,0,1,0,1,0
"vigilia1","f","1.35081505632452","4.882022471910112",1,0,1,0,0,0
"villa1","f","0.919657891682396","4.841666666666666",1,0,1,0,0,0
"villus1","m","2.46899648267283","1.0731707317073171",0,0,1,0,1,0
"vinculum1","n","0.968567492163343","4.370689655172414",0,0,1,0,1,0
"vindex1","m","2.61709512166197","1.1756756756756757",0,1,1,0,0,0
"vindiciae1","f","4.82654848729092","3.5",1,1,1,0,0,0
"vinea1","f","1.67680136778623","5.577464788732394",1,1,1,0,0,0
"vir1","m","0.782154367932462","5.039141414141414",0,0,1,0,0,0
"virga1","f","1.76045929683314","2.791044776119403",1,0,1,0,0,0
"virtus1","m","0.226635645103787","26.876288659793815",0,0,1,0,1,0
"virus1","m","0.126108769149823","30.596955128205124",0,0,1,0,1,0
"vis1","f","0.849268563790999","7.866402116402116",0,0,1,0,0,0
"viscera1","n","3.12610876914982","1.4038461538461537",1,1,1,0,0,0
"visenda1","n","2.50462039240355","0.9125",1,1,1,0,0,0
"visum1","n","1.54114626842867","1.5021367521367526",0,0,1,0,1,0
"visus2","m","2.24158598656976","1.6076388888888893",0,0,1,0,1,0
"vita1","f","2.01919356523331","5.598214285714285",1,0,1,0,0,0
"vitis1","f","0.656623485848603","10.270833333333334",0,0,1,0,0,0
"vitium1","n","0.626876142454551","4.278911564625851",0,0,1,0,1,0
"vitta1","f","4.01919356523331","3",1,0,1,0,0,0
"vitula1","f","4.82654848729092","2",1,0,1,0,1,0
"vocabulum1","n","2.3029865312339","7.717391304347826",1,0,0,1,1,0
"vocatus1","m","2.46899648267283","0.9146341463414634",1,0,0,1,1,0
"volucris1","f","1.71802403051275","6.202898550724638",0,0,1,1,1,0
"voluntas1","f","0.697265470345949","10.464285714285714",1,0,0,1,1,0
"votum1","n","1.46899648267283","1.497967479674796",0,0,0,1,1,0
"vox1","f","1.18269229751619","4.45",0,0,0,1,0,0
"zona1","f","2.15412314531942","2.2549019607843137",1,0,0,1,0,0
